Name,Rue,Code Postal,Pays,Numero_Telephon ,,Somme des Avis,Avis/5,SiteWeb
Camas Lyon Ville,CAT SUD,68 Cr Albert Thomas,69008 Lyon,04 26 83 63 36,,30,4.2,/url?q=https://www.camasformation.fr/&opi=79508299&sa=U&ved=0ahUKEwjt5JjGxoOFAxV6RKQEHd_QDmAQ61gIswooDw&usg=AOvVaw2jPWoitwQbd5BQ8j1jkvme
Oxytalis,CDF du MHR,135 Rue Robespierre,34070 Montpellier,+33 7 67 33 86 52,,57,4.7,https://www.oxytalis.com/
Horizons Academy,Centre d’affaires,20 Trav. de la Montre,13011 Marseille,+33 4 99 51 64 42,,29,4.9,https://www.horizons-academy.com/
"Ecaf Training Toulouse, Groupe 8-C",centre d'affaires anphipolis,95 bis Rue Fieux,31100 Toulouse,+33 5 32 78 46 19,,56,4.7,http://formation8-c.fr/
Ifsh Formation Naturopathe Bordeaux,Centre Mériadec,35 Cours du Maréchal Juin IBIS,33000 Bordeaux,+33 4 93 07 07 24,,0,0,
Euronature - Formation Naturopathe Bordeaux - School Naturopathie,Centre Pierre Declercq,99 Av. Aristide Briand,33110 Le Bouscat,+33 6 65 44 98 73,,58,9.4,https://www.euronature.fr/campus/bordeaux/
AFPA - Centre de Marseille / La Treille,Chem. de la Clue,13011 Marseille,France,+33 9 72 72 39 36,,117,3.5,https://www.afpa.fr/centre/centre-de-marseille-la-treille?utm_source=gmb&utm_medium=organic&utm_campaign=GMB
SUFCO,Cité Universitaire Triolet,75 Av. Augustin Fliche,34090 Montpellier,+33 4 67 14 55 82,,5,3.8,https://www.univ-montp3.fr/fr/formation/formation-continue-sufco
Cibc Glh Montpellier,CMA,154 Rue Bernard Giraudeau,34000 Montpellier,+33 6 73 22 42 82,,0,0,http://www.cibcglh.fr/
AB Sud Formation,CMCI,2 Rue Henri Barbusse,13001 Marseille,+33 4 13 94 10 90,,176,4.9,http://www.absudformation.fr/contactez-nous/
"Orientaction - Center Bilan De Compétence À Montpellier ""Sud"" 1er Rendez-Vous Gratuit",Créalead,55 Rue Saint-Cléophas,34070 Montpellier,+33 2 43 72 25 88,,0,0,https://cabinets-partenaires.orientaction-groupe.com/449-orientaction-montpellier-sud-bilan-de-competences-1er-rendez-vous-gratuit-et-sans-engagement?utm_source=gmb
Centre Formation Juridique Marseille,cursus honorum,26 Rue Paradis,13001 Marseille,+33 6 79 10 81 92,,1,5,
Centre Formation Dekra,Domaine de la Vallée Verte - Bâtiment MOKA,Rue de la Vall. Verte,13011 Marseille,+33 4 91 36 42 25,,69,4.9,https://www.formation-dekra.fr/
Mmc Formations,Domaine du Val d'Azur,19 Chem. de Château Gombert,13013 Marseille,+33 4 91 68 29 20,,47,5,http://www.mmc-formations.com/
Franck Thomas Formation Campus Cfa De Bordeaux,Ecole IEFT Campus HEP,114 Rue Lucien Faure,33300 Bordeaux,+33 6 45 50 50 70,,4,10,https://franckthomas.fr/
Franck Thomas Formation Campus Cfa De Nantes,Ecole IEFT Campus HEP,16 Bd Général de Gaulle,44200 Nantes,+33 6 45 50 50 70,,0,0,https://franckthomas.fr/
Franck Thomas Formation Campus Cfa De Lyon,Ecole IEFT Campus HEP,7 Rue Jean-Marie Leclair,69009 Lyon,06 45 50 50 70,,0,0,/url?q=https://franckthomas.fr/&opi=79508299&sa=U&ved=0ahUKEwjt5JjGxoOFAxV6RKQEHd_QDmAQ61gI_ggoDg&usg=AOvVaw3Uo-8dibou2jLEpOT_7H3-
Formanails Paris - Training Prothésiste Ongulaire & Cils,Espace Hermes,10 Cité Joly,75011 Paris,+33 9 66 98 59 08,,56,4.1,http://www.formanails.fr/centre/paris/
Formanails Nantes : Training Prothésiste Ongulaire & Cils,Espace Pléiade,10 Rue Amsterdam,44980 Sainte-Luce-sur-Loire,+33 9 66 98 59 08,,37,4.7,https://www.formanails.fr/centre/nantes/
Formation Vtc Lyon: Format Vtc,Espl. Miriam Makeba,69100 Villeurbanne,France,06 15 37 42 99,,0,0,/url?q=http://www.formation-vtc-lyon.com/&opi=79508299&sa=U&ved=0ahUKEwjt5JjGxoOFAxV6RKQEHd_QDmAQ61gIwyYoDA&usg=AOvVaw0u7i1kTVuYDPMS1tkFFNLj
Orsys Formation Bordeaux,Euratlantique Quai 8.2,11 All. de la Pacific 2e étage,33000 Bordeaux,+33 5 64 37 15 80,,20,9,https://www.orsys.fr/nos-centres-de-formation/bordeaux
As Formation Paca,"Euroburos,centre étoile Valentine",20 Trav. de la Montre,13011 Marseille,+33 4 91 19 18 14,,31,4.9,https://asformationpaca.fr/
Montpellier Training Naturopath,Formation,7 Rue Ferdinand Fabre,34090 Montpellier,+33 899 49 00 54,,3,4.7,https://www.oveanet.fr/
Training Hqe Lyon,Formation partout en France - groupe ACP,Lyon,69000 Lyon,06 26 26 13 13,,0,0,/url?q=http://www.stageup.fr/&opi=79508299&sa=U&ved=0ahUKEwjt5JjGxoOFAxV6RKQEHd_QDmAQ61gIuwEoDg&usg=AOvVaw1DOc69-45z36uWCUCEKfGe
Euronature - Formation Naturopathe Lyon - School Naturopathie,G2C Business Center,63 Rue André Bollier,69007 Lyon,01 48 44 89 75,,10,4.9,/url?q=https://www.euronature.fr/campus/lyon/&opi=79508299&sa=U&ved=0ahUKEwjt5JjGxoOFAxV6RKQEHd_QDmAQ61gIsSEoDw&usg=AOvVaw2QMjt3HLN8VeXjzT_YZx5B
Jwcf : Formation En Langues : Bordeaux-Cub-Gironde-Nelle Aquitaine-France Entière,Gare de Bordeaux St Jean • Parvis Louis Armand • Pavillon Nord • CS21912,33082 Bordeaux,France,+33 5 56 76 77 67,,0,0,https://www.formation-langues-jwcf.fr/
Greta Lyon Metropole,GRETA CFA Lyon Métropole,41 Rue Antoine Lumière,69008 Lyon,04 78 78 84 84,,58,3.1,/url?q=https://greta-cfa.ac-lyon.fr/greta/greta-cfa-lyon-metropole&opi=79508299&sa=U&ved=0ahUKEwjt5JjGxoOFAxV6RKQEHd_QDmAQ61gI2AEoDw&usg=AOvVaw3IL1oCOyAdFaVR_0nrrfwf
Camas Nantes,Hall B Frégate,19 Av. Jacques Cartier,44800 Saint-Herblain,+33 2 28 03 96 78,,20,3.2,https://www.camasformation.fr/
Cnqaos Bordeaux - Center De Formation Dentaire,Halle Debat-Ponsan,1 Rue de la Seigliere Bâtiment C,33800 Bordeaux,+33 6 50 33 66 20,,14,6.2,https://cnqaos.fr/
La Capsule Bordeaux - Training Développeur Web,Halles Hemera,132 Rue Fondaudège,33300 Bordeaux,+33 7 44 09 22 48,,22,9.8,https://www.lacapsule.academy/coding-bootcamp-bordeaux
Point F Training Center Lyon,Héron Building,26 Av. René Cassin,69009 Lyon,04 78 83 39 08,,3,3.7,/url?q=http://www.pointf.fr/&opi=79508299&sa=U&ved=0ahUKEwjt5JjGxoOFAxV6RKQEHd_QDmAQ61gIoAEoDw&usg=AOvVaw22kMDy4z666rzRP-Veux_1
Imf Establishment Marseille,Hippone 1,"59 Av. de Saint-Just Bâtiment A, Résidence",13013 Marseille,+33 4 91 36 51 30,,14,4.2,http://www.imf.asso.fr/
Institute Mediterranean Training Search And Intervention Social,Hippone 1,"59 Av. de Saint-Just Bâtiment A, Résidence",13013 Marseille,+33 4 91 24 61 10,,16,3.3,http://www.imf.asso.fr/
Training Pnl Et Hypnose Lyon - Efpnl Lyon,Human Art,12 Rue de la Balme,69003 Lyon,06 19 44 67 73,,3,2.7,/url?q=http://www.efpnl.fr/&opi=79508299&sa=U&ved=0ahUKEwjt5JjGxoOFAxV6RKQEHd_QDmAQ61gIiA4oDw&usg=AOvVaw30oa3KKhaK3V-BJ4H18Z3I
Cegos Lyon,Immeuble 6eme Sens,186 Av. Thiers,69465 Lyon,04 72 13 77 80,,23,4.2,/url?q=https://www.cegos.fr/&opi=79508299&sa=U&ved=0ahUKEwjt5JjGxoOFAxV6RKQEHd_QDmAQ61gIygsoDw&usg=AOvVaw3vhHn3uy3_sp5xX_C3Ndgy
Afec Bordeaux - Talent School By Afec,Immeuble A,Miniparc,8 Rue du Professeur André Lavignolle,+33 5 57 35 44 53,,128,7.2,https://www.afec.fr/centre/nouvelle-aquitaine/bordeaux/
L'étude Marseille - Preparation Aux Concours Et Formation Professionnelle,Immeuble HQ,180 Av. du Prado 3ème étage,13008 Marseille,+33 4 91 28 59 96,,45,5,http://www.letude-marseille.com/
"Ecaf Formation Montpellier, Groupe 8-C",Immeuble le Delta,51 Rue Charles Nungesser,34130 Mauguio,+33 4 88 95 92 94,,30,5,https://formation8-c.fr/
Muse Formation,Immeuble Le Rond Point,8 Rte de la Sablière,13011 Marseille,+33 4 91 52 32 25,,14,4.6,https://museformation.fr/
Orsys Formation Toulouse,Immeuble Le SULLY,1 Pl. Occitane,31000 Toulouse,+33 5 34 45 46 60,,7,3.6,https://www.orsys.fr/centre/TO
Ig Conseils Bordeaux :,Immeuble Lumine & Sens,32 All. de Boutaut,33070 Bordeaux,+33 5 47 74 32 25,,2,10,http://www.ig-conseils.com/
GRETA GPI2D : Greta Paris Industrie Développement Durable,Immeuble METROPOLE 19,134 Rue d'Aubervilliers,75019 Paris,+33 1 40 64 13 80,,23,4.3,http://www.gpi2d.greta.fr/
Cpih Formation Marseille,"Impasse du Paradou, bâtiment A1",Parc Marseille Sud Valad,13009 Marseille,+33 4 91 32 84 90,,0,0,http://www.cpih-formation.fr/
École de médecine chinoise Zhōng Lì - Lyon (Auvergne Rhône-Alpes),JDS Center,12 Av. des Saules,69600 Oullins-Pierre-Bénite,07 69 59 54 96,,7,5,/url?q=https://www.ecolezhongli.com/&opi=79508299&sa=U&ved=0ahUKEwjt5JjGxoOFAxV6RKQEHd_QDmAQ61gI7C0oDw&usg=AOvVaw0OdtZAtkOZU2vHW97BRYYf
School Health Montpellier,KEYCE International Academy,275 Rte de Nîmes,34170 Castelnau-le-Lez,+33 4 67 99 48 10,,1,1,https://www.keyce-sante.fr/
INLINGUA LYON Part-Dieu,Le Britannia,20 Bd Eugène Deruelle,69003 Lyon,04 78 62 72 57,,3,5,/url?q=https://inlingua-france.fr/centres/inlingua-lyon-part-dieu/&opi=79508299&sa=U&ved=0ahUKEwjt5JjGxoOFAxV6RKQEHd_QDmAQ61gInyUoDw&usg=AOvVaw3lH1-swl57WmU8XDWB6dqd
Cnqaos De Lyon - Training Center Assistant Dental,Le Daubigny,27 Rue de la Villette,69003 Lyon,06 34 68 41 87,,0,0,/url?q=https://cnqaos.fr/&opi=79508299&sa=U&ved=0ahUKEwjt5JjGxoOFAxV6RKQEHd_QDmAQ61gIoxooDg&usg=AOvVaw2cpxp5JEj4x8fupPqihgU6
Utif Formation Taxi,Le Georges Sand,151 Av. Ibrahim Ali Bâtiment,13015 Marseille,+33 6 84 48 88 85,,131,4.9,https://www.taxiformation.com/
Cnqaos De Montpellier - Training Center Assistant Dental,Le Millénaire,55 Rue Euclide,34000 Montpellier,+33 6 29 67 01 13,,2,5,https://cnqaos.fr/
Centre de formation ARRIMAGE LANGUES,le Phénix,1350 Av. Albert Einstein,34000 Montpellier,+33 4 34 11 39 39,,102,4.8,http://www.arrimage.org/
Efpnl,Le Quietat,203 Rte de Revel,31400 Toulouse,+33 6 34 48 11 91,,1,5,http://www.efpnl.fr/
M2i Formation,Le Seven,69 Av. Tony Garnier,69007 Lyon,04 72 68 99 60,,5,4.6,/url?q=https://www.m2iformation.fr/centre-de-formation/lyon-gerland/195/&opi=79508299&sa=U&ved=0ahUKEwjt5JjGxoOFAxV6RKQEHd_QDmAQ61gIwxQoDw&usg=AOvVaw3-DGPE1fQWdTes74J4f7Na
M2i Formation,Le Terra Mundi,4 Rue d'Aubigny,69003 Lyon,04 72 68 99 60,,41,3.9,/url?q=https://www.m2iformation.fr/centre-de-formation/lyon/20/&opi=79508299&sa=U&ved=0ahUKEwjt5JjGxoOFAxV6RKQEHd_QDmAQ61gIpg4oDw&usg=AOvVaw1wcAZjSLnDUSQLdKxYhNwy
Quintessence Formation,"Les Docks, Atrium 10.6",10 Pl. de la Joliette,13002 Marseille,+33 4 91 13 45 93,,0,0,https://www.quintessence-formation.com/
Florian Mantione Institut Headquarters,Les échelles de la ville,1 Pl. Paul Bec,34000 Montpellier,+33 9 70 24 96 54,,97,4.8,http://www.florianmantione.com/
Azap Formation,Les jardins d'entreprises,6 Av. du Château de Gerland Bat L,69007 Lyon,09 82 37 18 48,,11,4.7,/url?q=https://www.azapformation.fr/&opi=79508299&sa=U&ved=0ahUKEwjt5JjGxoOFAxV6RKQEHd_QDmAQ61gI5w8oDw&usg=AOvVaw3kqlQcJuwevK579R03Eg0J
Vifia - Formation Sophrologie Caycédienne,Lieu de formation Hôtel Raymond IV,16 Rue Raymond IV,31000 Toulouse,+33 5 61 62 04 84,,7,4.4,http://www.vifia-sophrologie31.com/
Rainbow Colorful Talents,Maison Des Lois,2 Imp. Michel Labrousse,31100 Toulouse,+33 5 34 51 05 91,,17,4.7,https://rainbow-formation.fr/
Training Center Linguistic Afterschool English Courses Lyon,MDA (Maison des Associations,28 Rue Denfert-Rochereau,69004 Lyon,04 78 39 39 64,,71,4.6,/url?q=https://www.afterschoollyon.com/&opi=79508299&sa=U&ved=0ahUKEwjt5JjGxoOFAxV6RKQEHd_QDmAQ61gI-xwoDw&usg=AOvVaw33xzlVh1suz4KlOxMCaQHj
My Small Change - Training Transition Ecological - Bordeaux,Oasis Coworking - Salles de formation - Bureaux - Open Space,68 bis Av. Jean Jaurès,33150 Cenon,+33 7 86 53 64 10,,0,0,https://www.mylittlechange.fr/
Fabic : School Kitchen Pour Passionnés À Montpellier,Parc Bellegarde,1 Chem. de Borie bat C,34170 Castelnau-le-Lez,+33 6 69 34 73 42,,60,4.8,http://www.lafabic.fr/
Clara Miotto La Solution,Parc Club du Millénaire,34000 Montpellier,France,+33 9 80 89 01 52,,16,3.7,http://www.lasolutionformation.fr/
Cfi Atlantique - Center Computer Training Région Nantaise,Parc d’activité des Grésillières,6 bis Av. Jules Verne,44230 Saint-Sébastien-sur-Loire,+33 2 40 34 59 64,,49,4.8,http://www.cfiatlantique.com/
Aesthetic Expert Marseille,Parc de la Buzine,67 Mnt de Saint-Menet Bâtiment B,13011 Marseille,+33 7 87 02 66 94,,119,4.8,https://marseille.aesthetic-expert.fr/
Training Center Securitas,Parc de Poumeyrol,"CS, 60131",189 Chem. du Bac À Traille,04 72 07 37 70,,14,4.1,/url?q=http://formation.securitas.fr/&opi=79508299&sa=U&ved=0ahUKEwjt5JjGxoOFAxV6RKQEHd_QDmAQ61gI5CAoEQ&usg=AOvVaw2JfkT0e1viBQfFSKMqzKlN
Red Cross Compétence Paca & Corsican - Website Training De Marseille,Parc Eiffel des Aygalades - Bâtiment l'Olivier,35 Bd Capitaine Gèze,13014 Marseille,+33 4 91 47 28 02,,21,3.4,https://competence.croix-rouge.fr/region/provence-alpes-cote-azur-corse
7 Training,Parc Technoclub,3 Rue Jean Amiel,31700 Blagnac,+33 5 62 74 17 70,,28,4.6,http://www.7formation.com/
Office Formation,Parc Technologique du Canal,20 avenue Europe,31520 Toulouse Ramonville,+33 5 61 61 08 17,,24,5,http://www.officeformation.com/
Rework Dans L'ouest - Nantes Seat,Parc Tertiaire de l'Aubinière,7 Av. des Amethystes Bâtiment n°7,44300 Nantes,+33 2 49 09 14 59,,21,3.2,https://www.retravailler-ouest.fr/
Osengo Toulouse,Park Avenue II,57 Av. du Général de Croutte,31100 Toulouse,+33 5 61 53 32 80,,5,1.8,http://www.osengo.fr/
Center Formation Training Center / Vtc Taxi Montpellier / It / Office / Compétences Professionnelles,Parking de la Foir'Fouille,1827 Av. de Toulouse,34070 Montpellier,+33 6 67 56 09 60,,84,5,https://center-formation.fr/
Institut Francophonie,Pass. de la Poule Noire,44000 Nantes,France,+33 2 53 78 26 44,,38,4.9,https://www.francophonie-nantes.fr/
Mmc Formations Paris,Pass. du Génie,75012 Paris,France,+33 4 91 68 29 20,,17,5,https://www.mmc-formations.com/fr
Regional Center Vocational Training Montpellier,PAT - Bâtiment 11,1350 Av. Albert Einstein,34000 Montpellier,+33 4 67 67 93 36,,11,3.8,https://www.crfp.eu/nos-centres/herault/crfp-montpellier/
Visio-Concept Drone Academy Bordeaux,Pl. de la Bourse,33000 Bordeaux,France,+33 7 44 70 68 17,,6,10,https://visioconcept-formations.fr/
Training Networks Social - Mélina Brulé,Pl. du Bouffay,44000 Nantes,France,,,10,5,https://www.artiste-reseaux-sociaux.fr/
Centre De Formation,Pl. Emile Landrin,75020 Paris,France,,,0,0,
Meditation Enfants Ados Bordeaux,Pl. Pey Berland,33000 Bordeaux,France,+33 6 98 70 75 12,,0,0,https://www.facebook.com/meditation.enfants.ados.Bordeaux/
Center Bilan De Compétences Service L'apprentissage Et De La Formation Continue,Rte de Mende,34199 Montpellier,France,+33 4 67 14 55 85,,6,5,https://www.univ-montp3.fr/fr/formation/formation-continue-formation-tout-au-long-de-la-vie-bienvenue-au-sufco/bilan-de
Training Informatique Et Bureautique Montpellier - Icdl Éligible Cpf,rue Colonel Marchand,2 quater Boite 12,34090 Montpellier,+33 4 11 93 70 42,,1,5,https://www.axamformation.fr/pcie/montpellier
Institut De Formation D'auxiliaire De Puériculture Chu De Bordeaux,Rue Francisco Ferrer,33000 Bordeaux,France,+33 5 57 82 06 88,,10,8.8,"https://www.chu-bordeaux.fr/Etudiants-formation/Ecoles,-instituts,-centre-de-formation-apprentis-et-formations-du-CHU-de-Bordeaux/Institut-de-formation-d-auxiliaires-de-Pu%C3%A9riculture/"
City Ort Formation Bordeaux,Rue Jean Zay,33310 Lormont,France,+33 6 11 07 36 20,,6,10,https://city-ort-formation.webnode.fr/
School Korean De Nantes-44,Rue Lieutenant Jean de Sesmaisons,44300 Nantes,France,+33 6 24 61 65 18,,0,0,https://www.facebook.com/ecolecoreenne44
Ifac Nantes,Rue St Domingue,44200 Nantes,France,+33 2 85 52 34 37,,0,0,http://www.ifac.asso.fr/
"Encp Marseille, School Specialist Du Fitness",Studio Decanis,22 Av. de Saint-Barnabé,13004 Marseille,+33 2 99 30 06 81,,4,4.8,https://www.encp.fr/ecole/encp-marseille/
Socotec Formation,Symphonie Nord,1140 Av. Albert Einstein,34000 Montpellier,+33 4 99 13 61 40,,6,5,https://www.formation-socotec.fr/socotec-formation-montpellier
Evolu Formation,Tour du Crédit Lyonnais,129 Rue Servient,69003 Lyon,04 28 29 25 33,,15,4.9,/url?q=http://www.evoluformation.com/&opi=79508299&sa=U&ved=0ahUKEwjt5JjGxoOFAxV6RKQEHd_QDmAQ61gIqAMoDw&usg=AOvVaw2vFp2QElD_zQVkNHfMAE8S
Cafoc De Bordeaux,Tour Paul-Victor de Sèze,3 Terr. Front du Médoc,33000 Bordeaux,+33 5 40 54 70 93,,2,10,http://cafoc-bordeaux.com/
Cnqaos De Toulouse - Training Center Assistant Dental,Université Toulouse III - Paul Sabatier,3 Chem. des Maraîchers,31000 Toulouse,+33 6 46 34 06 65,,1,5,https://cnqaos.fr/
Ssk Training Physiotherapist Lyon,Villeurbanne FR,46 Av. Condorcet,69100 Lyon,09 72 52 64 04,,0,0,
Orsys Formation Marseille,Wellio - Immeuble Calypso,48 Quai du Lazaret,13002 Marseille,+33 6 49 60 83 90,,1,3,https://www.orsys.fr/nos-centres-de-formation/marseille
Formation Strategique - Montpellier,Z.A. du Bosc,13 Rue de la garrigue,34130 Mudaison,+33 4 67 92 15 56,,20,4.3,http://www.formationstrategique.fr/
Avama Montpellier,ZAC « Les Portes de l’Aéroport »,380 Rue du Salaison,34130 Mauguio,+33 7 85 55 38 10,,54,5,https://avama.org/
Formanails Montpellier - Training Nail,ZAC Mas de Grille,93 Rue Théophraste Renaudot,34430 Saint-Jean-de-Védas,+33 9 66 98 59 08,,56,4.8,http://www.formanails.fr/
ACADEMIE RISK PARTNERS Formation en santé et sécurité au travail,ZAC Puech Radier,8 Rue du Puech Radier,34970 Lattes,+33 4 67 54 02 20,,83,4.8,https://www.risk-partners.fr/
UMIH Formation Montpellier,Zone,Aéroport Montpellier-Méditerranée,34130 Mauguio,+33 4 30 29 84 30,,5,4.8,http://www.umihformation.fr/
